1654814699749,3,Your Addresses/index.php?controller=address-104,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: automationpractice.com:80 failed to respond,AutomationPractice 1-1,text,false,,2091,0,1,1,http://automationpractice.com/index.php?controller=address,0,0,0
1654814699754,4834,Women/index.php-109,200,OK,AutomationPractice 1-1,text,true,,99322,491,1,1,http://automationpractice.com/index.php?id_category=3&controller=category,2741,0,94
1654814704592,935,Add to Cart/index.php?rand=1654716215831-146,200,OK,AutomationPractice 1-1,text,true,,765,692,1,1,http://automationpractice.com/index.php?rand=1654716215831,845,0,0
1654814705528,1978,Proceed To Checkout/index.php-151,200,OK,AutomationPractice 1-1,text,true,,26797,487,1,1,http://automationpractice.com/index.php?controller=order,1260,0,0
1654814707508,1802,Proceed To Checkout/index.php?rand=1654716338485-156,200,OK,AutomationPractice 1-1,text,true,,747,650,1,1,http://automationpractice.com/index.php?rand=1654716338485,1607,0,0
1654814709311,4268,Proceed To Checkout 1/index.php-157,200,OK,AutomationPractice 1-1,text,true,,26704,477,1,1,http://automationpractice.com/index.php?controller=order&step=1,3821,0,0
1654814713581,4048, Choose a delivery address/index.php-165,200,OK,AutomationPractice 1-1,text,true,,26704,477,1,1,http://automationpractice.com/index.php?controller=order&step=1,3811,0,0
1654814717631,1855,Proceed to Checkout/index.php-171,200,OK,AutomationPractice 1-1,text,true,,26714,477,1,1,http://automationpractice.com/index.php?controller=order&step=1,1695,0,0
1654814719487,1877,Proceed to Checkout/index.php?controller=order-172,200,OK,AutomationPractice 1-1,text,true,,26801,683,1,1,http://automationpractice.com/index.php?controller=order,1718,0,0
1654814721365,2017,Proceed to Checkout/index.php?controller=order-178,200,OK,AutomationPractice 1-1,text,true,,26795,683,1,1,http://automationpractice.com/index.php?controller=order,1858,0,0
1654814723384,2072,Proceed to Checkout/index.php-183,200,OK,AutomationPractice 1-1,text,true,,26797,403,1,1,http://automationpractice.com/index.php?controller=order,1642,0,0
1654814725457,3261,Proceed to Checkout/index.php-184,200,OK,AutomationPractice 1-1,text,true,,26716,477,1,1,http://automationpractice.com/index.php?controller=order&step=1,2950,0,0
1654814728718,2695,Proceed to Checkout/index.php?controller=order-186,200,OK,AutomationPractice 1-1,text,true,,26799,683,1,1,http://automationpractice.com/index.php?controller=order,2521,0,0
1654814731418,2390,Proceed to Checkout/index.php?controller=order&multi-shipping=-192,200,OK,AutomationPractice 1-1,text,true,,26611,662,1,1,http://automationpractice.com/index.php?controller=order&multi-shipping=,2309,0,0
1654814733809,1106,Pay By Bank Wire/index.php-196,200,OK,AutomationPractice 1-1,text,true,,26832,514,1,1,http://automationpractice.com/index.php?fc=module&module=bankwire&controller=payment,1013,0,0
1654814734916,4386,I confirm my order/index.php?fc=module&module=bankwire&controller=validation-200,200,OK,AutomationPractice 1-1,text,true,,27297,1250,1,1,http://automationpractice.com/index.php?controller=order&step=1,1310,0,0
1654814734916,1310,I confirm my order/index.php?fc=module&module=bankwire&controller=validation-200-0,302,Moved Temporarily,AutomationPractice 1-1,text,true,,579,657,1,1,http://automationpractice.com/index.php?fc=module&module=bankwire&controller=validation,1310,0,0
1654814736226,3076,I confirm my order/index.php?fc=module&module=bankwire&controller=validation-200-1,200,OK,AutomationPractice 1-1,text,true,,26718,593,1,1,http://automationpractice.com/index.php?controller=order&step=1,2917,0,0
